connection_initiator,connection,date_conection,messages_exchanged
49,999,2019-06-29,20070
947,35,2020-03-28,12508
401,435,2019-03-29,31901
19,993,2019-08-16,36806
437,262,2020-08-19,13419
976,1,2020-11-06,99462
272,161,2020-02-23,48613
818,247,2019-12-13,17534
982,999,2019-03-13,6934
1001,533,2019-08-22,71041
113,6,2019-04-21,41385
751,153,2019-10-15,90320
20,333,2019-05-05,37477
272,421,2020-11-19,74027
825,342,2019-07-09,19180
668,571,2021-01-20,59503
880,22,2019-05-28,50834
447,402,2020-01-23,44747
815,145,2019-03-01,57576
164,682,2021-01-12,1844
352,50,2020-09-25,47953
145,518,2019-11-26,57785
797,375,2020-04-01,65580
211,27,2020-01-05,51938
377,720,2019-05-25,67017
660,806,2020-04-02,77276
268,318,2019-08-28,83555
831,907,2020-03-12,56308
555,107,2019-09-24,54085
559,338,2019-09-14,96292
324,942,2019-12-28,46307
488,255,2020-01-19,46007
268,109,2020-02-18,6837
846,979,2020-08-12,1874
149,935,2021-02-14,61061
596,980,2021-02-06,94006
316,2,2019-04-04,25955
453,51,2019-06-25,48507
433,721,2020-08-21,90133
581,774,2021-01-06,79448
619,624,2020-12-12,51515
116,1000,2020-03-31,69352
574,56,2019-11-22,50202
392,790,2019-07-25,85222
766,416,2019-08-30,84132
655,435,2019-06-15,72250
240,615,2019-08-08,33742
574,221,2020-10-30,16695
724,795,2019-10-09,37748
41,174,2020-10-22,85104
584,668,2019-06-10,12516
867,348,2019-07-12,8969
71,358,2020-04-21,96958
270,329,2019-08-31,52309
448,455,2020-04-15,73656
122,893,2019-03-11,72226
851,64,2019-07-08,46015
267,71,2019-08-17,39083
672,268,2020-12-20,98193
474,563,2020-11-16,5298
255,227,2020-08-31,35654
406,676,2020-01-08,19752
225,384,2021-02-05,87377
226,780,2021-01-04,42391
52,960,2020-08-18,38846
694,423,2019-06-19,31170
662,442,2019-08-26,95831
285,116,2020-09-28,82565
351,647,2020-04-27,33315
896,162,2019-05-29,35103
270,928,2021-01-02,63906
815,676,2020-11-26,43656
567,953,2020-05-14,47067
322,981,2020-07-31,12780
958,909,2019-06-28,27245
12,293,2020-09-18,9212
265,307,2019-08-29,35964
965,675,2020-03-31,63083
169,147,2020-10-11,52689
128,914,2019-10-08,17255
141,422,2020-10-30,90720
576,324,2020-12-22,87423
3,371,2020-12-13,31227
619,326,2020-10-27,83759
211,583,2020-08-21,60329
542,848,2020-09-16,92313
337,319,2019-03-06,31734
844,877,2020-08-31,99058
863,850,2020-02-10,61798
632,722,2020-10-23,12152
31,112,2021-01-20,77830
551,994,2020-12-07,17915
346,733,2019-07-23,17978
57,210,2019-04-07,32632
81,128,2020-01-04,67456
582,487,2019-06-28,14996
450,41,2019-12-10,41484
126,234,2020-03-16,93430
654,474,2019-12-16,2958
501,629,2019-08-02,72238
752,425,2019-12-13,10455
944,297,2020-04-07,8189
359,61,2020-04-01,27871
923,669,2020-03-07,76492
841,539,2019-05-09,22927
694,681,2019-05-27,89906
428,260,2020-12-13,28817
637,695,2019-04-25,17681
580,21,2020-04-06,59066
911,503,2019-02-27,2064
353,895,2021-01-16,36248
997,728,2020-11-19,2289
953,564,2021-01-12,84209
366,136,2019-04-22,46662
566,43,2019-02-26,19498
253,174,2020-09-20,94205
188,185,2019-08-25,24045
782,799,2020-09-19,12262
681,916,2019-12-22,54032
644,137,2020-02-02,4416
144,58,2020-07-25,93747
533,683,2019-09-20,49364
933,645,2020-01-04,81012
648,393,2019-11-13,26500
818,828,2020-07-16,53623
499,400,2019-12-22,2368
602,887,2019-09-06,8759
22,432,2020-09-04,52614
625,471,2019-04-18,83184
741,40,2021-01-11,78182
242,476,2020-10-01,91672
21,361,2019-06-20,33083
274,655,2020-05-18,65552
426,601,2019-08-25,14778
719,290,2020-09-15,6458
145,474,2019-07-31,24171
561,818,2020-12-15,55123
422,429,2019-03-25,6157
567,131,2020-10-01,14120
84,900,2020-12-12,63897
319,266,2019-03-31,5730
998,888,2020-03-21,84395
659,718,2020-11-07,23402
684,80,2019-04-11,58138
15,296,2020-08-09,89703
339,422,2020-01-30,23133
310,197,2019-08-30,69121
384,842,2020-02-02,42427
757,781,2020-08-22,29265
473,831,2020-10-14,8640
381,966,2021-01-14,92918
450,711,2020-10-01,88801
224,385,2020-07-15,77120
540,980,2019-06-02,85946
241,468,2020-05-28,96334
91,738,2020-06-18,63756
182,143,2021-01-01,26170
79,273,2020-03-19,90160
827,597,2019-09-30,59802
371,882,2019-02-28,63316
459,223,2020-05-27,95841
373,100,2019-06-12,83827
955,877,2019-11-17,67567
219,145,2020-07-19,828
937,937,2019-11-23,78808
709,880,2019-11-30,54776
509,4,2020-11-23,1559
146,872,2019-10-06,240
67,883,2020-03-13,4454
851,32,2020-06-30,36587
650,340,2020-08-05,79995
206,694,2019-09-02,45045
782,980,2019-06-01,19105
761,610,2019-03-07,90265
453,229,2020-02-25,79212
607,767,2020-11-05,23550
387,996,2020-09-10,84869
732,884,2021-02-13,83736
793,63,2020-11-26,4845
745,412,2020-12-13,59069
183,275,2019-07-23,74008
163,468,2020-06-04,98636
545,85,2019-12-23,78022
505,711,2019-11-08,66900
930,470,2020-02-20,17962
35,83,2019-10-10,54080
726,543,2020-01-26,83779
914,737,2019-06-06,67614
883,203,2020-02-22,74929
6,138,2020-11-14,60914
73,466,2019-10-05,13205
135,590,2021-02-15,2485
116,660,2020-11-07,18047
516,100,2020-08-15,8745
821,966,2021-01-27,89323
965,992,2019-11-02,25731
852,776,2019-11-16,17609
844,946,2020-12-11,36994
230,989,2020-06-27,87609
822,194,2020-05-31,30726
801,308,2019-12-10,40649
161,213,2019-12-22,82412
242,126,2020-05-12,35579
64,118,2019-12-26,73984
816,101,2020-08-11,28849
91,352,2021-01-13,77978
575,294,2020-03-13,66746
486,468,2019-10-07,7673
72,986,2020-07-25,11492
723,220,2020-11-11,18578
966,529,2020-09-28,22808
762,925,2020-05-01,72284
306,138,2020-12-04,89107
729,404,2019-08-19,975
338,543,2019-07-14,138
285,776,2020-01-19,7447
111,710,2019-08-05,34959
28,334,2019-09-11,58642
344,870,2020-03-23,3503
54,737,2019-06-28,59468
501,762,2020-03-19,31101
471,77,2019-06-06,28957
918,254,2020-11-06,19258
150,163,2020-05-26,83764
788,400,2020-03-25,30108
404,256,2020-09-27,2224
134,49,2021-01-17,81269
331,681,2020-04-06,53399
37,216,2020-10-13,56725
879,355,2021-01-25,56079
160,66,2020-03-17,37772
813,750,2020-11-28,54840
243,551,2020-11-20,78058
754,768,2020-07-04,9635
759,617,2020-02-22,27286
357,530,2021-01-30,94767
609,843,2019-11-10,18443
455,65,2019-09-07,10219
328,64,2020-01-20,36053
398,610,2019-10-10,21117
795,90,2020-02-07,95028
918,866,2021-01-21,3717
381,353,2020-07-07,94843
280,19,2020-04-02,52927
520,753,2019-03-30,20721
187,439,2020-10-23,48809
930,248,2020-09-06,96216
622,716,2019-07-18,583
134,46,2019-09-05,80342
521,778,2020-02-09,76840
87,320,2020-08-08,50578
315,646,2019-04-12,56168
868,369,2019-03-04,93094
797,540,2019-07-24,23
295,63,2020-05-26,14448
562,571,2019-05-09,9359
79,848,2020-12-13,84569
243,728,2019-09-05,50570
530,427,2020-10-26,84932
110,9,2019-02-18,9114
72,981,2020-11-20,51311
130,708,2020-12-27,24231
496,341,2019-08-05,90953
551,556,2021-02-16,38576
309,503,2021-01-13,70803
438,924,2019-07-11,90967
232,899,2020-06-12,39413
446,614,2019-07-02,67219
825,380,2021-01-22,5098
75,663,2020-07-15,91522
896,866,2019-11-24,4818
419,272,2020-06-05,56687
516,334,2020-11-09,45156
910,959,2019-09-13,34517
380,888,2019-02-24,72761
619,206,2020-07-25,10786
940,467,2020-07-12,22370
896,7,2019-03-02,9799
236,633,2019-03-06,32901
258,299,2020-06-03,497
657,739,2021-01-29,51291
390,676,2021-02-08,86684
766,185,2019-06-28,90589
309,499,2020-11-24,20420
154,439,2020-12-24,83866
697,140,2019-10-17,506
53,695,2020-11-17,2746
693,557,2019-08-20,54519
562,310,2019-12-20,7241
951,432,2020-11-18,15903
604,858,2020-03-12,10971
260,988,2020-09-13,76740
266,256,2019-11-27,19725
219,902,2020-12-15,93973
896,97,2019-11-20,11313
745,56,2019-04-27,56622
382,70,2020-05-15,50539
71,235,2020-01-19,7255
344,365,2020-10-17,21283
188,861,2019-05-18,85103
542,606,2020-08-14,65611
179,125,2019-03-09,94818
252,200,2020-10-06,35000
66,225,2019-07-01,56981
715,145,2019-03-01,27790
32,787,2020-05-24,97538
314,297,2020-04-05,72460
386,239,2019-09-17,96181
641,313,2019-11-19,59507
800,747,2020-09-13,23938
761,21,2019-07-30,51193
695,961,2020-12-25,47925
482,639,2021-02-02,82001
830,320,2019-12-13,40655
950,324,2019-07-20,24877
655,384,2019-10-23,92409
342,733,2019-07-11,27213
284,407,2020-10-27,17473
88,270,2019-07-06,43658
992,703,2020-03-09,93829
644,92,2020-07-13,48211
950,272,2019-06-15,48641
110,348,2020-06-07,15725
879,697,2020-05-22,12067
611,600,2020-03-16,35148
104,660,2019-12-31,39437
268,183,2020-05-18,51381
925,300,2020-06-19,78433
763,153,2021-02-17,51131
883,389,2021-01-25,50358
861,607,2020-12-17,97919
391,793,2019-08-13,50639
784,463,2021-01-21,2170
480,889,2019-02-20,90530
372,412,2019-04-01,38288
925,720,2020-01-22,10202
400,449,2021-01-15,17506
423,294,2020-06-01,48640
987,151,2019-03-14,32519
927,127,2020-07-04,3406
943,389,2020-07-05,26356
368,696,2020-07-05,25072
896,753,2021-02-09,30328
654,431,2019-06-03,41849
873,14,2020-03-14,55644
861,310,2019-04-25,15094
328,771,2020-01-09,18207
966,722,2019-10-17,68600
835,742,2019-11-02,72148
543,250,2020-06-23,51860
187,17,2021-01-29,46813
450,86,2020-06-18,84335
85,748,2021-02-06,16630
808,889,2020-11-20,65167
665,726,2020-06-12,73133
57,749,2019-07-14,13251
239,347,2020-08-25,17416
602,600,2019-04-06,65749
131,779,2019-11-08,1261
817,508,2019-06-05,95633
582,661,2019-10-21,90960
759,673,2020-07-12,24813
437,216,2020-09-20,65119
313,309,2019-09-19,45331
70,936,2020-03-01,41101
990,229,2020-02-26,95716
789,781,2020-06-05,98954
358,485,2021-01-26,24134
516,759,2019-11-01,70457
476,833,2019-09-15,56901
412,146,2021-01-13,82831
334,545,2020-07-03,84022
415,777,2019-04-19,13840
764,427,2020-02-09,29427
316,490,2020-11-03,95285
595,29,2020-09-26,32752
710,777,2019-06-21,1729
113,917,2021-01-15,54133
64,533,2019-05-12,64447
534,937,2020-03-22,25379
253,90,2019-09-07,36477
982,668,2020-04-27,52165
51,514,2020-08-26,23254
9,645,2019-12-29,39490
922,468,2020-06-04,72296
27,119,2020-01-31,5514
126,354,2020-01-11,95652
114,595,2020-07-23,75304
909,51,2019-06-21,27692
121,839,2020-06-03,53944
814,803,2021-02-04,55376
196,742,2020-01-09,17795
360,199,2020-10-05,93246
330,302,2019-05-27,79670
527,451,2020-08-04,70982
421,4,2020-07-12,17283
204,854,2020-11-10,66176
890,501,2021-02-15,94841
920,731,2020-10-11,95996
224,401,2020-10-21,92742
968,121,2019-05-16,26131
814,250,2020-05-17,33597
781,985,2020-10-10,89542
342,623,2019-05-15,2694
463,52,2020-11-30,79429
254,264,2019-07-12,34208
897,234,2020-09-20,16706
516,513,2020-02-27,41546
771,47,2019-10-04,69294
665,482,2020-08-04,68761
700,799,2020-09-06,3264
288,636,2019-05-06,33503
404,956,2020-08-02,35548
512,411,2020-10-03,69786
771,499,2020-01-14,18870
813,121,2019-09-09,34828
97,701,2019-09-20,2234
214,774,2020-10-19,73522
129,99,2019-05-14,36987
296,508,2020-06-25,39488
469,648,2019-11-21,87304
372,955,2020-03-19,4090
780,84,2020-11-19,92670
538,308,2020-04-09,30775
181,12,2020-11-01,27362
359,165,2019-04-17,42751
633,521,2019-02-24,80118
82,686,2019-03-21,39904
975,607,2020-06-04,61480
560,158,2019-03-01,25778
753,882,2020-10-12,86989
758,976,2019-06-05,66396
445,860,2021-01-08,62657
832,705,2019-05-24,76761
485,378,2019-12-31,4842
339,606,2019-12-14,70495
493,317,2020-10-18,71747
350,780,2020-02-26,26951
712,233,2021-01-06,88762
399,55,2019-03-11,921
730,536,2019-10-19,27831
72,190,2020-06-22,4154
649,860,2020-11-15,23727
83,474,2019-06-07,84002
859,450,2019-04-25,23144
359,703,2020-08-16,75366
265,421,2019-12-19,81375
187,603,2020-07-02,20033
534,596,2020-05-12,13144
765,382,2020-09-22,2450
73,110,2019-08-11,97160
742,985,2019-03-27,42761
78,564,2019-07-30,32533
161,535,2020-01-04,51609
599,460,2021-01-28,57195
696,291,2021-02-01,69301
12,324,2021-01-18,9914
43,507,2019-03-11,82774
504,761,2019-03-26,8927
539,393,2020-05-28,4941
941,728,2020-10-17,50195
852,201,2019-12-25,50027
172,946,2019-05-31,34071
514,974,2020-04-28,96569
878,242,2020-09-07,45026
1001,183,2020-08-17,19570
154,146,2019-10-06,67755
954,862,2019-12-30,53689
738,162,2019-12-29,59314
626,225,2021-01-10,14026
50,64,2020-11-26,67384
298,992,2020-04-17,56334
697,112,2019-04-01,99470
751,472,2020-09-16,75700
293,271,2020-11-28,42317
404,661,2020-01-30,3976
734,116,2020-12-31,71923
875,254,2020-04-14,94776
645,206,2019-06-10,39546
488,784,2020-04-28,88476
496,78,2021-01-18,63313
384,374,2019-05-27,51482
982,761,2020-07-02,3152
142,64,2019-07-29,82733
616,789,2020-05-20,54208
746,966,2019-06-28,57439
174,612,2020-11-24,68393
870,172,2019-04-28,83570
218,49,2020-05-10,21610
995,129,2020-02-17,26214
509,541,2019-09-29,97798
670,785,2019-09-14,44298
282,610,2019-09-02,65639
912,170,2019-08-01,47765
534,490,2019-12-28,62709
769,398,2020-08-02,26268
74,370,2019-02-24,43960
188,987,2020-12-20,54280
798,439,2020-06-26,84823
928,337,2020-12-18,87968
770,53,2019-03-30,66176
762,828,2020-03-30,51340
146,549,2020-10-11,40985
558,900,2020-10-14,95377
1,129,2019-04-13,99065
266,54,2020-12-29,57686
291,499,2019-02-25,74585
385,128,2020-06-28,33712
818,721,2019-09-27,25575
206,771,2019-06-18,79669
692,912,2020-10-10,32157
740,978,2019-06-07,99393
631,677,2020-11-25,15486
27,902,2020-10-01,61574
488,926,2020-03-18,87733
701,828,2019-06-02,59635
319,215,2021-02-15,71341
979,330,2019-05-17,87521
554,471,2019-11-03,93811
693,386,2019-02-22,55503
489,425,2020-09-15,61458
593,756,2020-11-16,36816
782,191,2019-10-27,59823
462,727,2020-11-29,21815
832,454,2019-06-10,26153
7,18,2019-11-01,80037
946,781,2020-05-12,21911
697,507,2020-09-23,15284
433,285,2019-04-07,42318
500,14,2019-04-25,28321
40,984,2019-12-04,30817
629,540,2019-07-28,22452
73,643,2019-09-03,1271
35,745,2020-02-03,55468
178,554,2019-11-02,54501
377,162,2020-07-31,5615
338,198,2020-02-29,76001
426,852,2020-02-18,45697
872,434,2020-04-09,27627
277,127,2020-04-01,62209
924,143,2019-04-24,60711
169,102,2019-04-21,11088
477,777,2019-10-21,14092
30,585,2020-01-24,63157
928,213,2019-12-13,34929
18,959,2020-10-13,90505
564,50,2019-12-28,79139
28,929,2020-04-14,73480
472,815,2020-02-25,79699
184,995,2020-04-21,74648
104,714,2020-01-14,43499
503,323,2020-03-26,96721
826,537,2019-04-16,39678
326,596,2021-01-22,73845
412,283,2019-08-07,86873
947,58,2019-06-09,44703
911,527,2020-07-02,14355
308,966,2019-12-25,87489
869,960,2020-11-22,20425
584,517,2020-12-28,57825
690,986,2020-03-21,5882
265,782,2019-10-19,47901
263,884,2019-06-13,28301
758,465,2020-12-31,54457
590,340,2019-04-13,14972
440,575,2019-06-09,62019
561,73,2019-06-19,83629
702,984,2019-03-16,94465
658,788,2019-12-13,34851
169,416,2020-07-02,51546
24,321,2020-05-02,14534
784,360,2019-05-19,56180
360,476,2020-07-17,51595
197,692,2019-04-11,81612
824,543,2020-03-31,26082
921,293,2019-09-13,37592
540,583,2020-05-02,48569
306,72,2019-10-11,47494
238,312,2019-11-18,44995
548,603,2021-02-15,8843
403,194,2020-07-18,97102
139,31,2020-12-24,51726
137,49,2020-09-04,29716
514,265,2020-02-23,60903
642,160,2019-12-27,44912
68,772,2020-05-22,27639
467,815,2020-11-11,68056
670,532,2019-10-23,62280
473,291,2020-09-17,85926
228,116,2020-07-22,72680
450,185,2021-01-20,43918
324,286,2020-06-15,18616
530,17,2020-02-15,46480
765,960,2020-03-22,37065
528,768,2019-11-13,80538
68,302,2019-08-17,28154
958,347,2020-10-13,49477
388,331,2020-03-14,54063
653,862,2019-03-19,83962
259,93,2020-09-03,26583
60,169,2019-12-13,9882
180,536,2020-10-17,57548
716,132,2019-11-29,21451
120,927,2019-11-10,29610
155,540,2020-10-25,17508
46,892,2020-03-21,28682
604,412,2019-02-23,53574
196,223,2019-08-31,83904
469,503,2020-05-09,48514
256,995,2019-04-18,11990
213,389,2020-02-22,19635
435,591,2019-05-15,59808
652,783,2019-11-30,16935
555,448,2020-01-22,43468
349,393,2020-10-05,16354
388,103,2020-06-12,75268
356,850,2019-08-26,72092
52,782,2020-04-16,60024
475,339,2019-03-08,53811
154,309,2020-03-26,81955
968,363,2020-03-18,23020
591,328,2019-05-15,13560
174,737,2019-03-21,11486
517,751,2020-05-05,53404
241,308,2019-11-23,20092
446,240,2019-03-20,13959
369,844,2019-11-29,30113
236,720,2019-07-07,33116
139,80,2019-11-09,98226
443,645,2019-09-15,39256
963,37,2020-03-01,66318
492,56,2020-02-28,17416
418,197,2020-09-27,16975
1000,747,2021-01-28,29534
785,833,2021-01-03,44712
96,991,2020-01-09,98127
665,694,2019-02-19,17498
274,952,2020-11-09,55475
751,16,2020-07-05,35363
529,444,2020-10-07,54890
482,334,2019-08-20,75487
75,569,2020-07-10,18702
113,256,2020-07-10,51522
266,597,2020-02-23,70276
614,839,2020-09-16,77475
789,23,2020-09-03,88
991,176,2021-01-07,75801
329,890,2019-11-12,1677
187,588,2020-08-01,97135
631,700,2020-11-02,86474
958,995,2020-12-07,94347
450,394,2020-11-20,54306
684,126,2020-10-19,18965
599,440,2020-09-03,80990
411,37,2019-06-22,91441
1,877,2021-02-03,24583
616,561,2019-03-23,99031
74,993,2020-10-01,16595
126,91,2020-09-13,60103
531,79,2020-02-26,78407
893,546,2020-04-01,11740
844,714,2020-07-13,18876
964,992,2021-02-07,8403
25,94,2019-06-26,22319
365,237,2020-11-26,83870
11,336,2019-12-14,50247
604,54,2020-08-11,16036
82,979,2019-09-29,33998
598,207,2020-08-03,79554
330,332,2020-12-31,6311
760,689,2020-05-13,48377
891,721,2020-02-28,11045
671,737,2019-08-02,27272
937,318,2021-01-27,2896
712,132,2019-03-11,50878
194,843,2020-08-20,49348
707,945,2020-02-05,22888
252,887,2020-06-15,87272
721,797,2020-05-28,90171
459,52,2020-11-20,48309
767,544,2020-07-23,19484
171,712,2019-07-02,66134
350,668,2020-06-07,27631
73,726,2020-01-27,77588
689,617,2019-10-20,835
494,244,2020-05-12,68865
191,787,2019-10-30,54984
392,648,2020-01-17,30681
480,72,2020-05-04,80276
927,265,2020-10-07,67090
24,44,2020-12-21,38137
946,404,2020-12-20,96033
59,152,2020-06-20,91486
470,842,2019-06-09,66592
358,667,2020-03-21,79803
818,746,2020-01-17,67465
683,175,2019-12-19,13500
740,382,2019-08-21,36270
434,738,2019-12-01,65799
980,490,2019-12-10,45642
892,486,2019-10-05,28591
835,434,2019-08-23,73866
825,443,2019-08-01,94420
315,316,2019-09-04,39827
123,687,2019-08-24,4384
955,139,2020-04-09,25823
339,571,2020-05-19,56438
538,711,2020-12-21,31175
367,29,2021-02-07,90113
283,355,2021-01-05,59472
150,598,2019-12-03,73675
965,752,2020-02-06,83261
964,804,2019-08-21,54424
587,334,2020-05-28,47002
397,324,2019-11-07,48739
639,46,2020-06-16,45809
670,386,2020-06-23,74285
67,240,2019-06-11,84404
917,783,2019-10-26,49965
245,790,2019-08-26,23891
478,574,2019-06-09,14125
499,505,2020-12-04,29633
297,662,2020-09-30,19701
68,867,2019-09-05,78146
527,820,2020-04-20,26380
29,299,2019-07-02,71875
456,799,2020-04-09,25177
540,74,2020-08-18,65638
65,596,2020-08-22,17946
234,682,2020-05-26,9767
586,346,2019-05-18,43768
240,231,2021-01-12,65315
39,910,2021-02-03,78876
482,812,2020-01-31,19578
998,560,2020-02-25,91593
848,637,2019-07-27,58801
278,234,2020-08-08,95510
286,337,2019-07-08,33745
508,643,2020-05-29,54903
225,12,2019-11-23,69741
579,614,2020-06-02,45176
750,706,2019-08-30,3269
895,993,2020-08-22,78394
744,911,2020-11-02,13115
546,948,2019-04-27,93147
679,125,2020-04-13,57578
427,461,2020-03-09,55310
220,855,2021-01-20,87359
781,621,2019-07-31,89597
660,343,2019-10-04,56507
293,241,2019-12-17,95778
576,984,2019-09-18,50519
82,274,2020-03-21,87669
372,983,2019-07-24,78843
925,764,2019-11-19,55825
889,621,2020-12-04,91318
